epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,34076.2,0.96049,0.52296,0.90681,0.97222,0.90806,0.95278,0.65042,1.11073,0.53061,0.93534,0.0030304,0.0030304,0.0030304
178,34268.8,0.9627,0.5268,0.90959,0.97094,0.90767,0.95201,0.65052,1.11013,0.52973,0.93524,0.0029908,0.0029908,0.0029908
179,34461.5,0.94623,0.51219,0.90488,0.97261,0.90767,0.95244,0.65098,1.1104,0.53061,0.93539,0.0029512,0.0029512,0.0029512
180,34654.6,0.95949,0.51119,0.90934,0.97207,0.90767,0.95227,0.65123,1.10916,0.53057,0.93489,0.0029116,0.0029116,0.0029116
181,34847.6,0.94476,0.52139,0.90818,0.97181,0.90751,0.95235,0.65135,1.10844,0.52963,0.93477,0.002872,0.002872,0.002872
182,35038.8,0.95004,0.5134,0.90279,0.97242,0.90691,0.95157,0.65208,1.10833,0.52948,0.93482,0.0028324,0.0028324,0.0028324
183,35232.1,0.94879,0.50998,0.90235,0.97258,0.90686,0.95185,0.65252,1.1077,0.52906,0.93474,0.0027928,0.0027928,0.0027928
184,35424,0.94812,0.51459,0.90908,0.97413,0.90652,0.95223,0.65275,1.10706,0.52793,0.93465,0.0027532,0.0027532,0.0027532
185,35616.3,0.93548,0.50302,0.90289,0.97518,0.90614,0.95236,0.65345,1.10646,0.52794,0.93449,0.0027136,0.0027136,0.0027136
186,35805.8,0.93244,0.50653,0.89889,0.97304,0.90886,0.95205,0.65332,1.10637,0.52699,0.93466,0.002674,0.002674,0.002674
187,35996.6,0.94236,0.50856,0.90229,0.97347,0.90999,0.95262,0.65335,1.10609,0.52612,0.93461,0.0026344,0.0026344,0.0026344
188,36188.3,0.94866,0.51334,0.9061,0.97356,0.90996,0.95251,0.65422,1.10575,0.5262,0.93447,0.0025948,0.0025948,0.0025948
189,36380.4,0.94001,0.50312,0.90545,0.97354,0.90996,0.9527,0.654,1.10555,0.52506,0.93448,0.0025552,0.0025552,0.0025552
190,36571.9,0.9367,0.50061,0.90109,0.97386,0.90976,0.95302,0.65457,1.10537,0.52548,0.93447,0.0025156,0.0025156,0.0025156
191,36764.3,0.9323,0.49884,0.90446,0.97387,0.91022,0.95314,0.65429,1.10496,0.52498,0.93447,0.002476,0.002476,0.002476
192,36956.4,0.9419,0.49905,0.90092,0.97465,0.90952,0.95316,0.65431,1.10462,0.52447,0.93438,0.0024364,0.0024364,0.0024364
193,37147.4,0.92012,0.49741,0.90033,0.97484,0.90996,0.95333,0.65488,1.10368,0.52439,0.93434,0.0023968,0.0023968,0.0023968
194,37339.5,0.92882,0.49737,0.8976,0.97504,0.9091,0.95274,0.65441,1.10425,0.52376,0.93436,0.0023572,0.0023572,0.0023572
195,37531.2,0.91344,0.48793,0.89646,0.97455,0.90958,0.95273,0.65463,1.10368,0.52351,0.9344,0.0023176,0.0023176,0.0023176
196,37722.6,0.91653,0.49362,0.89579,0.97425,0.9096,0.95305,0.65507,1.10364,0.52344,0.93443,0.002278,0.002278,0.002278
197,37914.7,0.92241,0.49411,0.89811,0.97504,0.91034,0.9529,0.65471,1.10284,0.52276,0.93432,0.0022384,0.0022384,0.0022384
198,38106.3,0.91448,0.49442,0.89894,0.97395,0.91289,0.95301,0.65494,1.10303,0.52327,0.93455,0.0021988,0.0021988,0.0021988
199,38298,0.91556,0.4905,0.89538,0.97151,0.91492,0.95305,0.65517,1.10223,0.52307,0.93452,0.0021592,0.0021592,0.0021592
200,38490.4,0.90832,0.48869,0.89354,0.97242,0.9153,0.95386,0.65588,1.10113,0.52153,0.93445,0.0021196,0.0021196,0.0021196
201,38682.9,0.90217,0.4802,0.8932,0.97252,0.9153,0.95364,0.65621,1.10047,0.52194,0.93431,0.00208,0.00208,0.00208
202,38875.1,0.89831,0.47995,0.8921,0.97132,0.91492,0.95306,0.6566,1.09999,0.52202,0.9342,0.0020404,0.0020404,0.0020404
203,39066.7,0.90195,0.48541,0.89342,0.97119,0.91492,0.95279,0.65636,1.10043,0.52244,0.93419,0.0020008,0.0020008,0.0020008
204,39258.1,0.91454,0.49033,0.89248,0.97224,0.91454,0.95274,0.65651,1.09922,0.52233,0.93391,0.0019612,0.0019612,0.0019612
205,39450,0.89006,0.47944,0.88937,0.97238,0.91454,0.953,0.65655,1.09831,0.52152,0.93383,0.0019216,0.0019216,0.0019216
206,39641.8,0.89613,0.48013,0.89289,0.97201,0.91422,0.95294,0.65679,1.09789,0.52123,0.93375,0.001882,0.001882,0.001882
207,39833.6,0.88161,0.47301,0.88292,0.97193,0.91377,0.95265,0.6564,1.09805,0.52084,0.93388,0.0018424,0.0018424,0.0018424
208,40025.5,0.88612,0.47051,0.88903,0.97162,0.91449,0.95269,0.65658,1.09724,0.52057,0.93359,0.0018028,0.0018028,0.0018028
209,40217.3,0.88693,0.47487,0.88631,0.97127,0.91566,0.9532,0.65698,1.09663,0.51961,0.9334,0.0017632,0.0017632,0.0017632
210,40410,0.8837,0.47263,0.89133,0.97046,0.91606,0.95318,0.6572,1.09573,0.51897,0.93334,0.0017236,0.0017236,0.0017236
211,40602.6,0.88884,0.47369,0.89246,0.97044,0.91606,0.95328,0.65756,1.09549,0.51853,0.93339,0.001684,0.001684,0.001684
212,40794.8,0.87592,0.46469,0.88614,0.97143,0.91568,0.95321,0.65752,1.0952,0.51781,0.93329,0.0016444,0.0016444,0.0016444
213,40987,0.88131,0.47078,0.88368,0.97206,0.91599,0.95364,0.65702,1.09455,0.51847,0.93316,0.0016048,0.0016048,0.0016048
214,41179.5,0.88045,0.47028,0.88514,0.97054,0.91769,0.95335,0.65729,1.09377,0.51819,0.93305,0.0015652,0.0015652,0.0015652
215,41371.4,0.87494,0.46812,0.88891,0.97075,0.91759,0.95296,0.65768,1.0934,0.51764,0.93305,0.0015256,0.0015256,0.0015256
216,41563.9,0.87546,0.46139,0.88276,0.97094,0.91797,0.95307,0.65761,1.09348,0.51793,0.93285,0.001486,0.001486,0.001486
217,41755.5,0.86047,0.45514,0.88021,0.97108,0.91797,0.95308,0.65672,1.09317,0.51722,0.93278,0.0014464,0.0014464,0.0014464
218,41947.1,0.87786,0.46735,0.88323,0.97099,0.91797,0.95361,0.65716,1.09301,0.51744,0.93267,0.0014068,0.0014068,0.0014068
219,42139,0.86589,0.4598,0.88433,0.97104,0.91835,0.9535,0.6571,1.09263,0.5175,0.9327,0.0013672,0.0013672,0.0013672
220,42331,0.86646,0.46717,0.88106,0.97137,0.91918,0.95426,0.6575,1.09203,0.51685,0.93276,0.0013276,0.0013276,0.0013276
221,42522.3,0.85458,0.45486,0.88222,0.97138,0.91936,0.95425,0.6576,1.09159,0.517,0.93252,0.001288,0.001288,0.001288
222,42714.5,0.86665,0.46047,0.88198,0.97144,0.91911,0.95418,0.65776,1.09127,0.51577,0.9326,0.0012484,0.0012484,0.0012484
223,42907,0.85331,0.45275,0.8806,0.97187,0.91911,0.95414,0.6577,1.09058,0.51599,0.93262,0.0012088,0.0012088,0.0012088
224,43099,0.8588,0.45805,0.8801,0.97186,0.91911,0.9543,0.65789,1.09052,0.51564,0.93262,0.0011692,0.0011692,0.0011692
225,43291.9,0.85983,0.45345,0.88105,0.9718,0.9195,0.95425,0.65846,1.0898,0.51542,0.93256,0.0011296,0.0011296,0.0011296
226,43484.6,0.84154,0.44975,0.87555,0.97145,0.91911,0.95406,0.65852,1.08906,0.5148,0.93241,0.00109,0.00109,0.00109
227,43677,0.83604,0.44333,0.87474,0.9711,0.91911,0.95417,0.65852,1.08868,0.51519,0.9323,0.0010504,0.0010504,0.0010504
228,43868.8,0.84839,0.4531,0.87721,0.97113,0.91911,0.95421,0.6588,1.08848,0.51481,0.93233,0.0010108,0.0010108,0.0010108
229,44060.9,0.84437,0.44648,0.87282,0.97154,0.91911,0.95419,0.65892,1.08792,0.51444,0.93234,0.0009712,0.0009712,0.0009712
230,44253.4,0.84596,0.44461,0.87727,0.97153,0.9195,0.95419,0.65911,1.08774,0.51403,0.93236,0.0009316,0.0009316,0.0009316
231,44445.8,0.82403,0.43904,0.87358,0.97215,0.9189,0.95432,0.65912,1.08721,0.51354,0.9322,0.000892,0.000892,0.000892
232,44638.5,0.83992,0.44607,0.87604,0.97216,0.91913,0.95414,0.66001,1.08627,0.51402,0.93206,0.0008524,0.0008524,0.0008524
233,44830.7,0.83294,0.44059,0.86881,0.97224,0.91797,0.95392,0.65992,1.08609,0.51355,0.93222,0.0008128,0.0008128,0.0008128
234,45022.2,0.83157,0.44011,0.87278,0.97241,0.91911,0.9542,0.65968,1.08563,0.5133,0.93204,0.0007732,0.0007732,0.0007732
235,45213.9,0.82405,0.43657,0.87261,0.97253,0.91863,0.95386,0.66003,1.08559,0.51314,0.93206,0.0007336,0.0007336,0.0007336
236,45406.6,0.81935,0.43472,0.86928,0.97252,0.91829,0.954,0.65989,1.08587,0.51338,0.93217,0.000694,0.000694,0.000694
237,45598.3,0.82624,0.43029,0.87375,0.97252,0.91832,0.95395,0.65961,1.08546,0.5123,0.93239,0.0006544,0.0006544,0.0006544
238,45790.3,0.82674,0.43542,0.86776,0.97332,0.91871,0.95456,0.66021,1.08531,0.51259,0.93234,0.0006148,0.0006148,0.0006148
239,45982.6,0.82566,0.43513,0.87007,0.97291,0.91813,0.95453,0.66011,1.08484,0.5126,0.93243,0.0005752,0.0005752,0.0005752
240,46174.5,0.82399,0.43149,0.8658,0.97326,0.91835,0.95464,0.66022,1.08441,0.51251,0.93242,0.0005356,0.0005356,0.0005356
241,46367.3,0.81635,0.42964,0.87246,0.97331,0.91836,0.95482,0.66017,1.0845,0.51222,0.93238,0.000496,0.000496,0.000496
242,46558.8,0.81454,0.42575,0.86431,0.97331,0.91837,0.95442,0.66021,1.08422,0.51234,0.93244,0.0004564,0.0004564,0.0004564
243,46751.1,0.81262,0.43482,0.87229,0.97331,0.91821,0.95438,0.66064,1.0837,0.51191,0.93236,0.0004168,0.0004168,0.0004168
244,46943.5,0.81112,0.42455,0.86601,0.9733,0.91797,0.95471,0.6604,1.08338,0.51178,0.93237,0.0003772,0.0003772,0.0003772
245,47135.1,0.81725,0.42905,0.87074,0.97308,0.91759,0.95448,0.66074,1.08299,0.51208,0.93236,0.0003376,0.0003376,0.0003376
246,47327.5,0.80805,0.42635,0.8643,0.97287,0.91654,0.95392,0.66031,1.08268,0.51242,0.9324,0.000298,0.000298,0.000298
247,47519.1,0.79941,0.41864,0.86578,0.97327,0.91698,0.95426,0.66062,1.08286,0.51255,0.93232,0.0002584,0.0002584,0.0002584
248,47711.4,0.81323,0.43023,0.87228,0.97249,0.91721,0.95418,0.6604,1.08269,0.51239,0.93236,0.0002188,0.0002188,0.0002188
249,47903.3,0.80272,0.421,0.86324,0.97348,0.91759,0.95438,0.66096,1.08302,0.51253,0.93241,0.0001792,0.0001792,0.0001792
250,48095.6,0.79547,0.41931,0.86294,0.9729,0.91721,0.95431,0.66061,1.08325,0.51296,0.93252,0.0001396,0.0001396,0.0001396
